student_id,department,semester,cgpa,tenth_pct,twelfth_pct,backlogs,projects_count,internships_count,open_source_contributions,aptitude_score,soft_skill_rating,hackathons_attended,leadership_roles,known_languages,certifications,target_role,placement_probability_label
STU_0193,ISE,5,6.78,89.62,75.69,0,0,2,1,70.37,7.26,0,0,JavaScript,,Full-Stack Developer,100.0
STU_0194,CIVIL,4,8.81,63.99,84.75,1,3,0,1,33.21,8.51,1,0,Java|Python|SQL,Cybersecurity,Full-Stack Developer,100.0
STU_0195,CIVIL,8,5.98,75.39,95.4,0,3,1,1,78.36,4.68,0,0,Python|Go|C++,Data Science|DBMS|Azure,Data Analyst,100.0
STU_0196,CIVIL,8,6.22,75.74,95.64,0,1,0,0,54.85,6.31,2,1,JavaScript,Azure|Data Science,QA Specialist,93.23
STU_0197,CIVIL,8,7.91,63.44,66.95,1,5,0,0,83.3,6.79,0,2,Java|SQL,DBMS|AWS,QA Specialist,100.0
STU_0198,CIVIL,4,6.77,74.29,69.66,1,0,0,0,57.83,7.8,2,0,SQL|Java,DSA|Full-Stack,QA Specialist,100.0
STU_0199,ISE,5,7.19,74.68,91.36,1,2,0,0,64.27,5.98,0,1,SQL|Java|C++,,Cloud/DevOps Engineer,88.88
STU_0200,CIVIL,4,7.02,80.39,68.48,0,1,1,1,93.71,4.15,0,0,C++,,QA Specialist,93.77
STU_0201,ISE,8,7.57,90.9,66.1,0,0,1,1,60.84,7.43,1,0,Python,,Data Analyst,100.0
STU_0202,ECE,8,8.75,80.04,73.62,2,0,1,0,83.58,8.19,2,0,Python|SQL|JavaScript,,Data Analyst,97.13
STU_0203,CSE,4,7.3,73.75,81.78,0,4,0,1,65.59,6.38,1,1,Java,,Full-Stack Developer,100.0
STU_0204,CIVIL,4,7.91,81.54,77.08,2,3,0,0,71.23,7.11,0,0,C++|Java|Go,,QA Specialist,97.42
STU_0205,ECE,6,4.94,90.39,72.14,0,1,0,2,66.05,5.79,1,0,Python|JavaScript|SQL,Azure|Data Science,Data Analyst,82.46
STU_0206,CIVIL,5,7.15,74.19,71.93,2,6,0,2,77.72,5.23,2,0,C++,,Full-Stack Developer,100.0
STU_0207,ISE,5,6.27,74.72,71.59,2,2,1,0,54.72,8.04,1,3,Go,AWS|DSA|Data Science,Data Analyst,100.0
STU_0208,ISE,5,5.86,86.47,70.08,1,3,0,0,50.24,7.08,2,0,JavaScript|Go,,Cloud/DevOps Engineer,96.58
STU_0209,ECE,7,6.23,80.23,98.53,0,1,0,0,55.42,7.24,1,0,SQL|JavaScript|Java,Azure|Full-Stack,Data Analyst,87.62
STU_0210,CIVIL,8,6.83,87.18,80.68,0,0,2,1,66.5,8.75,1,0,JavaScript,Data Science,Data Analyst,100.0
STU_0211,ECE,8,8.21,81.89,85.98,0,3,1,0,61.69,4.92,0,0,Python,,Data Analyst,100.0
STU_0212,MECH,5,5.74,87.61,73.6,1,1,1,1,75.65,5.67,0,1,C++|SQL|JavaScript,Azure|Full-Stack|Cybersecurity,Cloud/DevOps Engineer,90.78
STU_0213,ISE,7,7.23,73.72,76.33,0,4,1,0,84.57,6.74,1,0,SQL|Go|Java,Full-Stack|DSA,Cloud/DevOps Engineer,100.0
STU_0214,MECH,7,6.67,81.9,71.58,1,1,0,1,50.36,5.65,0,2,JavaScript|SQL|Python,Full-Stack,Cloud/DevOps Engineer,81.91
STU_0215,MECH,4,6.84,80.31,54.13,2,7,1,0,53.99,7.67,1,1,Go|C++|Java,Full-Stack|DBMS,Full-Stack Developer,100.0
STU_0216,CIVIL,7,8.3,72.27,65.6,0,0,1,0,43.46,6.22,0,0,Java,AWS,Data Analyst,98.35
STU_0217,CSE,5,7.79,69.49,61.7,1,1,2,0,95.46,5.01,2,0,C++,AWS|Azure,Cloud/DevOps Engineer,100.0
STU_0218,ISE,6,8.67,87.49,57.75,0,4,0,2,69.57,6.6,1,1,Go,DBMS,Full-Stack Developer,100.0
STU_0219,CSE,7,7.03,79.19,67.24,0,2,0,0,72.2,6.76,2,0,JavaScript|Python|Java,DSA|Azure|DBMS,Full-Stack Developer,100.0
STU_0220,ECE,8,6.43,73.82,89.92,0,2,0,0,44.9,7.9,3,0,Go,,Data Analyst,89.83
STU_0221,MECH,8,6.95,81.23,77.6,1,3,1,0,64.98,7.09,0,0,Python|SQL,,Cloud/DevOps Engineer,95.66
STU_0222,MECH,7,7.47,91.02,89.62,0,3,0,0,72.64,7.19,1,1,Python|SQL,AWS|Cybersecurity,Cloud/DevOps Engineer,100.0
STU_0223,MECH,6,7.39,63.75,81.7,2,2,0,0,61.21,6.98,2,0,JavaScript|Java,,Full-Stack Developer,88.94
STU_0224,MECH,5,6.01,70.03,85.04,1,1,1,1,81.14,6.22,0,0,Go|JavaScript,,Cloud/DevOps Engineer,87.64
STU_0225,CIVIL,5,7.3,74.62,69.89,2,1,1,0,99.68,5.43,1,0,JavaScript|SQL,Full-Stack,Full-Stack Developer,85.24
STU_0226,CIVIL,8,7.45,93.69,82.72,4,3,0,0,50.79,6.93,2,0,C++|Java|Go,DBMS,Cloud/DevOps Engineer,71.54
STU_0227,ECE,4,9.97,84.26,84.56,0,4,1,1,49.67,6.0,2,0,SQL|Go,,Cloud/DevOps Engineer,100.0
STU_0228,CIVIL,6,9.26,88.14,72.81,2,4,1,0,51.83,9.03,0,0,Java|Go,Data Science|DSA|Azure,Full-Stack Developer,100.0
STU_0229,CSE,7,6.26,72.88,83.04,0,3,2,1,89.09,8.51,2,0,SQL|JavaScript,Full-Stack|Azure|DBMS,Data Analyst,100.0
STU_0230,MECH,3,6.88,73.04,83.1,1,0,0,1,80.64,7.45,2,2,C++,Data Science,QA Specialist,100.0
STU_0231,ECE,6,5.59,85.58,73.05,1,1,2,2,62.97,7.07,3,0,Python|Go,Full-Stack,Data Analyst,100.0
STU_0232,CIVIL,4,6.55,82.47,67.9,2,2,0,1,65.55,6.37,2,0,SQL,,Cloud/DevOps Engineer,83.65
STU_0233,ECE,4,7.55,86.39,67.34,1,0,1,2,52.75,4.61,0,0,Python|C++,Cybersecurity,Cloud/DevOps Engineer,79.37
STU_0234,CSE,6,8.53,80.5,78.78,2,1,2,1,78.35,6.18,0,0,Java|C++,Cybersecurity|Full-Stack|Data Science,Full-Stack Developer,100.0
STU_0235,MECH,3,6.4,84.23,80.94,0,2,1,0,59.3,6.65,1,2,Java|JavaScript|SQL,,QA Specialist,91.92
STU_0236,CIVIL,3,6.48,83.26,70.87,0,3,0,0,61.1,6.84,0,1,Python|C++|Go,,Data Analyst,91.54
STU_0237,CSE,5,4.84,88.22,78.24,1,6,1,2,74.13,7.2,0,0,Go|Python,,QA Specialist,100.0
STU_0238,CSE,6,7.02,88.46,83.13,1,2,0,0,62.18,7.88,1,0,C++,,Data Analyst,89.64
STU_0239,MECH,3,6.03,69.04,83.56,1,1,1,0,61.48,5.46,4,0,Java,DBMS|AWS,Cloud/DevOps Engineer,88.76
STU_0240,ECE,5,6.62,64.02,91.97,1,1,1,2,65.16,5.48,1,1,SQL|JavaScript,,Data Analyst,93.21
STU_0241,ECE,4,6.24,90.01,89.49,2,2,0,0,76.93,8.68,1,0,Java|C++|Go,Cybersecurity,QA Specialist,83.73
STU_0242,CSE,6,7.1,91.5,68.99,2,1,0,0,89.7,7.66,2,0,C++,,Full-Stack Developer,79.79
STU_0243,ECE,4,5.27,73.84,93.15,0,3,2,0,73.78,5.91,1,1,Python,DBMS|DSA|Full-Stack,QA Specialist,100.0
STU_0244,ECE,3,5.59,67.12,73.22,1,5,3,1,77.05,6.34,1,0,Java,DSA|Data Science,Full-Stack Developer,100.0
STU_0245,CIVIL,6,9.54,82.79,87.4,0,0,3,0,62.0,6.35,1,0,JavaScript|Python,Data Science|Azure,QA Specialist,100.0
STU_0246,ISE,8,5.78,89.45,78.61,1,2,1,0,54.38,6.55,1,1,Go,Full-Stack|Data Science|DSA,Full-Stack Developer,96.46
STU_0247,ISE,6,5.99,96.38,74.29,0,2,0,0,74.81,7.21,3,0,Java,Cybersecurity|Azure|Full-Stack,Full-Stack Developer,100.0
STU_0248,CSE,5,9.22,86.13,61.73,0,0,0,1,67.57,10.0,1,1,Go|Java,,Full-Stack Developer,100.0
STU_0249,ECE,5,10.0,79.03,76.46,1,0,1,0,43.66,6.78,1,0,JavaScript|Go,AWS|Cybersecurity|Data Science,Cloud/DevOps Engineer,100.0
STU_0250,MECH,3,5.91,74.85,63.97,1,1,0,0,60.08,7.49,1,0,JavaScript|Go|C++,Full-Stack|Cybersecurity,Data Analyst,66.41
STU_0251,ISE,4,6.79,82.09,86.71,2,5,0,2,63.76,3.97,0,0,C++|Python,DSA|DBMS|Data Science,Cloud/DevOps Engineer,100.0
STU_0252,MECH,5,7.58,79.61,91.65,1,1,0,1,57.34,5.77,1,0,SQL|JavaScript,DSA|Data Science|DBMS,QA Specialist,99.01
STU_0253,CIVIL,6,9.1,73.88,70.83,0,1,3,0,87.23,8.34,1,0,Java|C++,,Full-Stack Developer,100.0
STU_0254,CSE,5,6.11,98.39,80.72,0,0,1,0,72.2,7.1,1,0,Python|JavaScript,,Cloud/DevOps Engineer,95.59
STU_0255,ECE,8,6.93,96.28,71.47,1,5,1,2,85.6,1.0,0,0,Python,DSA|Azure,Cloud/DevOps Engineer,100.0
STU_0256,MECH,6,8.06,91.09,72.34,0,4,0,0,68.95,7.51,2,0,SQL,Full-Stack|AWS,Data Analyst,100.0
STU_0257,CSE,3,7.68,74.63,84.97,0,0,2,0,66.22,9.38,0,1,Python|C++|JavaScript,Cybersecurity,QA Specialist,100.0
STU_0258,CSE,6,6.79,88.84,77.65,0,2,1,0,50.95,3.51,0,0,JavaScript,,Cloud/DevOps Engineer,76.02
STU_0259,ISE,6,7.05,87.12,93.66,0,3,0,0,65.18,8.78,1,0,Python|Java|JavaScript,Azure|DBMS,Full-Stack Developer,100.0
STU_0260,CSE,3,5.69,85.54,73.66,1,2,0,0,65.2,2.34,0,1,JavaScript|SQL,,Cloud/DevOps Engineer,71.89
STU_0261,ISE,5,6.94,92.0,86.99,0,1,0,1,44.49,7.91,1,0,Java|Python|C++,Cybersecurity|DSA,Data Analyst,95.08
STU_0262,CSE,8,6.91,87.08,78.88,1,5,1,1,56.91,6.49,0,0,Go|Python,Azure,Full-Stack Developer,100.0
STU_0263,CIVIL,5,7.46,87.92,85.16,1,1,1,0,60.15,2.98,2,0,JavaScript|C++,DSA|DBMS,QA Specialist,98.79
STU_0264,ECE,5,6.59,87.1,73.98,0,2,3,0,71.2,7.17,1,2,Python|C++,,Full-Stack Developer,100.0
STU_0265,ISE,4,7.72,84.73,77.55,0,4,2,1,71.92,8.23,0,0,JavaScript,,Full-Stack Developer,100.0
STU_0266,MECH,3,8.31,67.73,76.96,1,3,0,0,56.28,7.05,1,0,JavaScript,,Full-Stack Developer,94.0
STU_0267,CSE,4,7.37,82.67,70.48,1,3,0,1,72.03,7.38,2,0,Java|Python,,QA Specialist,99.66
STU_0268,ECE,7,7.59,77.55,83.96,1,2,0,1,62.27,5.88,2,2,SQL|JavaScript|C++,,Cloud/DevOps Engineer,85.1
STU_0269,MECH,8,7.26,71.76,83.85,0,2,0,0,21.96,3.71,1,0,JavaScript,Azure|Full-Stack|AWS,QA Specialist,85.57
STU_0270,CIVIL,6,7.2,95.45,83.34,1,1,0,1,57.73,7.54,2,1,Go|JavaScript|C++,,Data Analyst,91.23
STU_0271,ISE,7,6.41,95.83,91.83,0,6,0,0,81.18,9.12,1,1,Go,,Full-Stack Developer,100.0
STU_0272,ECE,6,7.55,92.87,91.04,0,2,1,0,39.77,8.19,1,0,Java|JavaScript|Go,,Data Analyst,100.0
STU_0273,MECH,6,7.09,84.04,74.63,2,3,0,0,66.69,3.52,0,0,C++|JavaScript|Go,DSA|AWS,Full-Stack Developer,92.35
STU_0274,MECH,5,9.5,92.81,81.36,2,2,1,2,88.78,4.23,1,1,JavaScript,DSA,Cloud/DevOps Engineer,100.0
STU_0275,CSE,3,8.93,82.1,72.39,4,2,0,1,53.59,5.23,0,0,Python|Java|JavaScript,Full-Stack|Cybersecurity,Data Analyst,85.62
STU_0276,CIVIL,5,7.62,83.62,78.21,0,1,0,0,65.03,4.11,1,0,Python|Go,Cybersecurity|DSA,QA Specialist,93.23
STU_0277,ISE,8,6.36,73.25,72.6,1,1,0,0,45.44,6.57,1,0,C++|SQL|Java,Full-Stack|Data Science,Data Analyst,77.67
STU_0278,ISE,6,5.98,85.18,92.58,0,6,0,1,89.41,7.09,0,1,Java|JavaScript|SQL,Full-Stack|DSA|Data Science,Data Analyst,100.0
STU_0279,CSE,7,8.51,82.48,81.27,1,1,0,0,63.75,4.35,2,0,Go|Python,,QA Specialist,88.82
STU_0280,CSE,3,7.49,71.58,76.04,1,2,0,1,65.7,7.67,1,1,JavaScript|Python,,Cloud/DevOps Engineer,100.0
STU_0281,ISE,4,7.73,81.59,88.74,0,0,2,1,85.31,7.4,3,0,C++|Go,,Full-Stack Developer,100.0
STU_0282,CSE,4,5.28,81.36,58.46,2,1,0,0,74.92,5.68,2,0,Python,DSA|AWS,Data Analyst,73.36
STU_0283,MECH,5,8.22,96.38,59.87,0,2,0,1,51.87,6.24,1,0,Python|Java,,Data Analyst,100.0
STU_0284,ECE,8,7.7,89.15,85.16,0,4,2,0,55.29,3.58,4,0,SQL|C++|Java,Cybersecurity,Cloud/DevOps Engineer,100.0
STU_0285,ISE,5,5.98,82.09,78.54,1,1,0,1,72.42,6.0,1,0,Java|C++|JavaScript,,Cloud/DevOps Engineer,82.26
STU_0286,ECE,6,6.68,83.99,80.25,1,1,0,2,55.64,6.51,1,0,JavaScript,,Cloud/DevOps Engineer,81.67
STU_0287,MECH,6,7.49,82.35,66.06,0,5,2,0,33.24,6.75,0,1,JavaScript,DBMS|AWS|Azure,QA Specialist,100.0
STU_0288,CSE,5,7.26,80.38,77.79,3,0,1,0,64.2,7.07,3,1,JavaScript|Java,,Cloud/DevOps Engineer,74.3
STU_0289,ISE,8,6.88,73.34,96.03,1,2,2,0,42.8,6.87,1,0,Java|SQL,,Data Analyst,90.94
STU_0290,CIVIL,4,7.09,80.79,85.42,0,0,0,1,89.24,6.1,2,2,Go|Java,Data Science|Cybersecurity,Full-Stack Developer,100.0
STU_0291,CSE,3,6.92,76.03,79.53,0,2,1,0,67.65,6.93,0,0,Python,Full-Stack|DBMS,Cloud/DevOps Engineer,100.0
STU_0292,CIVIL,7,7.37,72.0,74.05,1,0,1,0,51.42,8.0,0,0,Java|C++|Python,Data Science|DBMS|DSA,Data Analyst,92.27
STU_0293,CIVIL,6,8.82,86.09,74.45,2,3,1,0,54.52,6.36,0,0,SQL|Python|Java,DBMS|Full-Stack,Data Analyst,100.0
STU_0294,ISE,4,4.38,85.13,58.84,0,4,0,0,36.66,6.98,1,0,C++,AWS|Full-Stack,QA Specialist,88.03
STU_0295,ISE,8,6.94,67.71,80.32,0,0,0,0,48.51,6.22,0,0,Python,Azure|AWS,QA Specialist,80.5
STU_0296,ISE,3,7.39,81.02,85.61,0,0,0,0,80.24,5.53,0,1,JavaScript|Java,Cybersecurity|AWS,Data Analyst,99.29
STU_0297,ECE,4,7.53,89.97,63.82,0,4,0,0,98.48,7.28,0,0,SQL,Data Science|DSA|AWS,Cloud/DevOps Engineer,100.0
STU_0298,ISE,3,6.79,90.47,72.05,1,3,1,0,75.9,5.67,1,0,Java,Data Science,QA Specialist,95.78
STU_0299,MECH,4,5.27,90.21,67.58,1,4,0,1,63.62,7.08,1,1,Go,,Full-Stack Developer,87.72
STU_0300,ISE,7,7.56,82.31,69.31,0,3,0,0,58.52,6.54,0,0,Java|JavaScript,DSA,Data Analyst,100.0
STU_0301,CIVIL,7,9.1,75.24,78.48,0,3,0,0,50.65,6.04,0,0,C++,,Cloud/DevOps Engineer,96.84
STU_0302,CIVIL,6,5.51,73.33,59.24,1,7,2,0,95.9,6.01,1,0,SQL,Data Science|Cybersecurity,Data Analyst,100.0
STU_0303,ECE,8,8.15,84.76,83.53,0,4,3,1,62.17,5.74,1,1,Java|C++|Go,DSA,QA Specialist,100.0
STU_0304,ECE,3,6.84,85.03,84.78,2,2,0,2,96.73,4.03,1,1,Python|C++,Cybersecurity,Data Analyst,85.16
STU_0305,CSE,6,7.13,92.3,75.74,1,2,0,0,85.9,7.07,1,0,Java|Python,,Full-Stack Developer,82.08
STU_0306,CSE,3,6.04,90.8,55.67,0,5,2,0,38.89,6.85,0,0,Go|C++|Python,DBMS|Full-Stack,Data Analyst,100.0
STU_0307,ECE,8,6.83,80.94,69.03,1,1,0,0,55.01,7.77,0,0,JavaScript|SQL|Go,DBMS|AWS|DSA,Data Analyst,90.95
STU_0308,ECE,6,8.63,72.05,89.1,0,5,2,0,54.96,5.7,1,0,C++|Java|Python,DSA|AWS|DBMS,QA Specialist,100.0
STU_0309,ISE,7,7.84,79.45,53.0,1,7,1,0,63.8,9.34,0,0,C++|JavaScript|Go,DBMS,Full-Stack Developer,100.0
STU_0310,CSE,6,9.11,83.74,74.87,3,2,0,0,64.1,5.93,1,1,Java|SQL|C++,,Full-Stack Developer,94.02
STU_0311,CIVIL,5,8.5,80.38,67.38,2,2,1,0,100.0,5.19,2,1,Go|SQL|C++,,Full-Stack Developer,95.55
STU_0312,ECE,7,7.68,77.38,85.24,0,3,1,1,48.84,5.01,0,0,JavaScript|Python,,Cloud/DevOps Engineer,98.46
STU_0313,ECE,8,9.12,84.02,71.92,1,2,0,1,68.43,3.9,2,2,C++|Python,DSA|Data Science|Azure,QA Specialist,100.0
STU_0314,ECE,4,7.68,77.97,81.64,0,0,0,0,74.25,8.8,3,1,SQL|C++,DSA,Cloud/DevOps Engineer,100.0
STU_0315,ECE,8,8.11,76.98,83.09,1,0,0,2,64.98,8.56,0,0,Python|SQL|Java,DBMS|Full-Stack,QA Specialist,100.0
STU_0316,MECH,7,6.87,84.49,94.53,1,1,0,0,66.65,7.4,2,0,Java|JavaScript,Azure|DSA|Cybersecurity,QA Specialist,98.58
STU_0317,MECH,3,7.27,78.78,76.17,0,3,0,0,49.33,5.16,0,0,Go|JavaScript|C++,,Cloud/DevOps Engineer,89.64
STU_0318,ECE,8,6.43,83.95,81.38,0,1,0,1,66.6,9.22,1,0,Python,Cybersecurity|DSA|AWS,Cloud/DevOps Engineer,100.0
STU_0319,CSE,4,8.29,84.19,64.63,0,4,0,0,72.67,5.97,0,0,SQL|Java|C++,,Full-Stack Developer,100.0
STU_0320,CIVIL,6,5.9,72.88,88.71,0,3,0,0,69.91,6.1,1,2,Go|Python|C++,Full-Stack,QA Specialist,92.58
STU_0321,ISE,3,8.06,78.15,71.16,0,4,1,0,73.55,8.66,0,1,C++|JavaScript|Java,,QA Specialist,100.0
STU_0322,CSE,4,6.99,93.5,72.95,0,4,2,0,86.19,7.49,0,0,JavaScript,,QA Specialist,100.0
STU_0323,CSE,6,8.49,72.7,77.8,0,4,0,1,79.05,9.8,1,0,Python,,QA Specialist,100.0
STU_0324,MECH,7,8.03,65.07,63.93,0,6,0,0,66.07,6.87,3,0,Java|C++,Azure,Data Analyst,100.0
STU_0325,ISE,7,9.2,67.11,80.06,0,1,1,0,47.42,5.9,1,0,Go|SQL,Full-Stack|Azure|DBMS,Full-Stack Developer,100.0
STU_0326,CSE,5,8.0,82.23,86.71,0,2,0,1,56.0,5.58,3,0,Python|C++|Java,DBMS|AWS|Cybersecurity,QA Specialist,100.0
STU_0327,CIVIL,7,5.47,82.25,80.64,0,3,0,0,61.71,3.73,0,0,Python,Cybersecurity|DBMS|Full-Stack,Data Analyst,86.12
STU_0328,ISE,3,7.13,81.06,63.7,0,6,1,1,68.79,6.08,1,0,Go,,QA Specialist,100.0
STU_0329,CIVIL,8,5.91,91.71,76.89,0,4,1,1,57.83,8.22,1,0,Python|Go|SQL,Data Science|DBMS|Cybersecurity,Cloud/DevOps Engineer,100.0
STU_0330,CIVIL,4,6.63,60.62,84.68,0,1,0,0,50.96,7.4,2,0,Java,,Data Analyst,86.82
STU_0331,CSE,6,8.86,85.17,61.1,3,0,1,2,47.18,6.53,0,0,C++|Java|Python,,Data Analyst,74.76
STU_0332,MECH,8,7.9,94.49,68.33,1,6,1,1,40.23,5.01,1,1,C++|Java|JavaScript,,Cloud/DevOps Engineer,100.0
STU_0333,MECH,4,6.43,72.98,85.89,3,3,0,0,61.48,6.84,0,1,Python|JavaScript|Go,,Data Analyst,83.95
STU_0334,CSE,5,6.08,78.96,80.43,0,1,1,0,42.96,8.02,1,0,C++|Java,,Data Analyst,93.91
STU_0335,ISE,7,7.24,75.98,81.71,2,1,0,0,49.99,7.15,1,0,SQL|Java,Data Science,Full-Stack Developer,77.24
STU_0336,ECE,8,5.86,74.85,94.74,1,4,2,1,59.09,6.75,2,0,SQL|JavaScript,Cybersecurity|Data Science,Cloud/DevOps Engineer,100.0
STU_0337,CSE,4,6.46,79.39,82.22,2,2,0,0,44.96,5.3,1,0,Go,,Full-Stack Developer,59.64
STU_0338,MECH,6,7.54,93.42,83.92,1,3,0,0,70.7,7.8,3,0,JavaScript,Azure|Full-Stack,Full-Stack Developer,100.0
STU_0339,ISE,4,8.47,96.7,100.0,2,6,1,0,76.1,1.8,0,2,C++|Python|Go,Cybersecurity,Full-Stack Developer,97.28
STU_0340,CIVIL,6,7.87,79.31,76.08,1,1,0,0,56.76,7.07,3,0,C++|Go,Data Science|Cybersecurity|AWS,Cloud/DevOps Engineer,100.0
STU_0341,CIVIL,5,4.68,97.24,70.82,0,4,1,0,58.44,10.0,1,0,JavaScript|Go,,Full-Stack Developer,92.94
STU_0342,MECH,3,7.53,82.28,81.85,0,3,0,2,73.06,4.24,2,1,JavaScript|Java,,Data Analyst,100.0
STU_0343,CSE,8,7.28,96.03,81.95,0,1,0,2,54.29,6.14,0,0,Java,Full-Stack|DSA,Full-Stack Developer,99.65
STU_0344,CSE,6,7.66,81.25,73.26,0,2,0,0,53.26,6.49,0,1,Java|JavaScript,DBMS,Cloud/DevOps Engineer,95.73
STU_0345,CSE,5,8.98,83.05,68.71,0,3,2,0,82.95,5.81,0,0,Go|JavaScript|C++,,Full-Stack Developer,100.0
STU_0346,ECE,3,4.93,84.92,98.79,0,2,0,1,78.26,8.05,2,0,JavaScript,DSA|Cybersecurity|DBMS,Full-Stack Developer,100.0
STU_0347,MECH,3,6.55,100.0,80.94,0,1,1,0,74.02,7.21,2,0,JavaScript|C++|Java,,Data Analyst,100.0
STU_0348,CSE,5,7.85,88.81,71.41,1,1,0,1,78.88,6.73,1,0,Python|JavaScript,Full-Stack|AWS,Cloud/DevOps Engineer,100.0
STU_0349,MECH,6,5.46,76.34,86.24,1,1,2,1,35.34,7.7,0,0,Java|JavaScript|Go,Data Science|AWS,Full-Stack Developer,84.53
STU_0350,CSE,4,8.82,89.75,77.02,0,1,1,1,85.31,6.53,1,0,Java|C++,DBMS|Cybersecurity,Data Analyst,100.0
STU_0351,ISE,7,7.61,79.11,75.72,1,4,1,0,70.88,10.0,0,1,C++,,QA Specialist,100.0
STU_0352,ECE,5,8.13,78.08,83.06,0,2,1,1,80.16,6.73,0,1,Python|SQL,,Cloud/DevOps Engineer,100.0
STU_0353,CIVIL,3,6.57,89.27,66.37,1,2,1,2,70.81,6.79,1,1,Java|JavaScript,,QA Specialist,100.0
STU_0354,MECH,6,8.1,82.25,81.17,0,2,0,0,65.73,3.93,2,1,SQL|C++,Data Science,Data Analyst,98.58
STU_0355,ECE,4,8.38,84.23,95.22,1,4,1,1,60.87,5.68,3,0,Python,,QA Specialist,100.0
STU_0356,CSE,3,7.46,82.11,82.2,1,0,0,1,70.51,8.22,1,0,Go,Full-Stack|DBMS,Full-Stack Developer,93.54
STU_0357,ISE,3,7.46,84.69,74.61,4,2,1,1,60.32,4.5,1,0,Python|JavaScript|C++,DSA|Data Science,Cloud/DevOps Engineer,82.05
STU_0358,MECH,4,7.5,85.4,73.44,1,2,0,1,78.02,3.26,1,3,SQL|C++,AWS,Data Analyst,93.25
STU_0359,CSE,6,6.25,66.5,74.31,2,3,0,0,41.2,6.55,0,1,SQL|Go|C++,,Full-Stack Developer,68.93
STU_0360,MECH,8,7.04,87.33,75.71,1,0,0,2,56.88,8.56,0,0,Go,,QA Specialist,84.1
STU_0361,MECH,4,7.03,74.14,74.6,1,1,0,1,95.67,6.56,2,0,Java,AWS|Azure,Cloud/DevOps Engineer,100.0
STU_0362,MECH,3,7.62,70.46,86.25,0,3,0,0,55.61,6.0,3,0,Java,AWS,Full-Stack Developer,100.0
STU_0363,ISE,4,8.3,81.53,62.4,2,0,0,0,61.42,3.71,1,0,Java,Cybersecurity|Data Science|AWS,Full-Stack Developer,78.8
STU_0364,ISE,4,6.04,82.67,85.76,1,0,0,0,51.76,7.18,2,0,JavaScript|SQL|Java,AWS|Azure,Cloud/DevOps Engineer,83.33
STU_0365,CSE,4,7.06,76.45,74.58,1,3,0,0,70.04,7.49,1,1,SQL|C++|Python,,Cloud/DevOps Engineer,76.72
STU_0366,ISE,4,8.83,88.65,81.39,2,1,1,0,53.96,3.83,0,0,Go|Java,,Full-Stack Developer,76.75
STU_0367,ECE,8,6.38,71.26,67.86,0,1,4,0,62.22,8.2,0,0,Java|SQL|JavaScript,DBMS|Full-Stack|DSA,QA Specialist,100.0
STU_0368,CSE,5,6.3,78.74,89.96,1,8,0,2,77.73,7.65,0,2,JavaScript,DSA,Cloud/DevOps Engineer,100.0
STU_0369,ECE,6,7.42,77.32,89.21,0,6,1,0,54.52,8.2,0,0,Python|Go|C++,,Data Analyst,100.0
STU_0370,ISE,7,8.13,81.63,86.64,0,4,1,1,76.83,7.38,1,0,Go|Java|SQL,,Full-Stack Developer,100.0
STU_0371,ECE,3,7.21,84.23,64.37,0,6,0,1,77.33,7.48,1,0,SQL,,Data Analyst,100.0
STU_0372,ISE,4,8.66,73.94,85.46,2,4,0,0,80.82,7.28,0,0,Python,,Data Analyst,96.76
STU_0373,CIVIL,5,8.14,87.79,81.64,1,1,1,0,67.11,7.8,0,0,C++,Azure|Data Science,Full-Stack Developer,100.0
STU_0374,ISE,5,8.13,82.5,63.55,0,2,0,2,100.0,3.77,2,1,C++,,Data Analyst,100.0
STU_0375,CIVIL,3,7.81,66.86,77.78,0,3,0,2,80.82,4.25,0,0,C++,,Full-Stack Developer,99.19
STU_0376,CSE,6,9.76,66.33,81.28,2,1,0,1,69.87,5.4,2,1,Python|C++|Java,Cybersecurity|DSA|AWS,Full-Stack Developer,100.0
STU_0377,CSE,4,6.97,81.9,83.0,0,3,2,0,51.86,6.31,0,0,JavaScript|Python,Azure|DBMS|Full-Stack,Full-Stack Developer,100.0
STU_0378,CSE,4,5.0,80.23,79.6,1,2,0,0,63.54,7.08,0,0,C++,Cybersecurity|Azure,Data Analyst,73.7
STU_0379,ECE,6,8.96,81.17,80.62,0,3,0,2,86.39,6.99,2,0,SQL|JavaScript,,Data Analyst,100.0
STU_0380,CIVIL,8,6.7,81.78,91.26,1,1,0,0,90.64,8.18,0,0,JavaScript,,Data Analyst,89.59
STU_0381,CSE,8,7.32,83.8,89.03,1,0,2,0,87.17,8.22,2,0,C++|JavaScript|Python,,Cloud/DevOps Engineer,98.46
STU_0382,MECH,8,8.64,89.58,52.2,0,4,1,2,76.78,5.19,1,0,Java|JavaScript,DSA|Full-Stack|Cybersecurity,Cloud/DevOps Engineer,100.0
STU_0383,MECH,5,5.44,73.11,75.14,1,7,1,0,46.17,6.86,0,0,Python|SQL|C++,Azure|DBMS|Full-Stack,Full-Stack Developer,100.0
STU_0384,ISE,3,5.82,72.62,76.52,1,2,1,0,72.31,5.23,1,0,Python,,QA Specialist,88.45
STU_0385,ISE,4,5.44,73.25,62.23,3,6,1,0,46.38,6.22,2,1,C++|Python|Java,,Cloud/DevOps Engineer,84.41
